company_brand,sector,stage,amount,headquarter,about_company,year,founded,founders,investor,Category
Credy,credit financial services fintech lending,Seed,1400000.0,Bangalore,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,2018,2017,Unknown,Undisclosed,technology
iChamp,education,Seed,5000000.0,Gurgaon,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,2018,2017,Unknown,Undisclosed,education and training
Qandle,software,Seed,1200000.0,Gurgaon,A cloud-based HR management and employee engagement platform.,2018,2017,Unknown,Undisclosed,technology
Avishkaar Box,children education parenting,Seed,730000.0,Delhi,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",2018,2017,Unknown,Undisclosed,technology
Gegadyne Energy,automotive battery energy energy storage,Pre-Seed,0.0,Mumbai,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,2018,2017,Unknown,Undisclosed,mobility and transportation
HyperXchange,ecommerce mobile sharing economy,Series A,1000000.0,Pune,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,2018,2017,Unknown,Undisclosed,technology
Deftouch,Other,Seed,0.0,Bangalore,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,2018,2017,Unknown,Undisclosed,Other
Doodhwala,food delivery organic organic food,Seed,2200000.0,Bangalore,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2018,2017,Unknown,Undisclosed,food and beverages
DronaHQ,mobile,Pre-Seed,500000.0,Mumbai,DronaHQ is an enterprise mobile engagement platform.,2018,2017,Unknown,Undisclosed,technology
FastFox,rental,Series A,1460000.0,Gurgaon,FastFox: Market Network for Home Rentals (India),2018,2017,Unknown,Undisclosed,consumer services
BuyForexOnline,travel,Seed,2000000.0,Bangalore,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,2018,2017,Unknown,Undisclosed,travel
Colive.in,consumer,Seed,1800000.0,Bangalore,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,2018,2017,Unknown,Undisclosed,consumer goods
Agricxlab Private Limited,b2b farming marketplace,Seed,500000.0,Thane,Online marketplace where farmers and traders can sell their produce to B2B buyers,2018,2017,Unknown,Undisclosed,technology
Corefactors,Other,Seed,0.0,Bangalore,"Corefactors is a leading campaign management, business communication and analytics company.",2018,2017,Unknown,Undisclosed,Other
Fincash.com,wealth management,Seed,150000.0,Mumbai,A startup in the personal finance space in India .,2018,2017,Unknown,Undisclosed,financial services
Pandorum Technologies,biotechnology,Series A,3600000.0,Bangalore,Bengaluru based biotech startup.,2018,2017,Unknown,Undisclosed,technology
Shirsa Labs,education gaming training,Seed,500000.0,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2018,2017,Unknown,Undisclosed,technology
PetSutra,veterinary,Seed,138700.0,Gurgaon,Gurugram-based Online petcare platform.,2018,2017,Unknown,Undisclosed,technology
Awaaz De,internet mobile social entrepreneurship telecommunications wireless,Pre-Seed,0.0,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,2017,Unknown,Undisclosed,technology
PinkBlue,health care hospital supply chain management,Seed,300000.0,Bangalore,PinkBlue.in - Super-efficient supply-chain for clinical supplies,2018,2017,Unknown,Undisclosed,technology
Eduvanz,finance financial services,Pre-Seed,500000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2018,2017,Unknown,Undisclosed,fintech
Rupeek,financial services lending,Series A,6830000.0,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,2017,Unknown,Undisclosed,fintech
Backpacker Panda Holidays Private Limited,tourism travel,Series A,1400000.0,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,2017,Unknown,Undisclosed,travel
Shape (School Health and Physical Education),education,Seed,200000.0,Pune,Physical education start up,2018,2017,Unknown,Undisclosed,education and training
Placio,hospitality real estate,Seed,2000000.0,Noida,Placio is a student housing and a complete broker-free platform.,2018,2017,Unknown,Undisclosed,technology
Aviom India Housing Finance,finance,Series A,2190000.0,New Delhi,Delhi based housing finance company.,2018,2017,Unknown,Undisclosed,financial services
GenRobotic,market research,Seed,0.0,Trivandrum,A Robotic Company.,2018,2017,Unknown,Undisclosed,technology
HeyHolidays,tourism travel,Seed,1000000.0,Bangalore,"HeyHolidays, a global player in online vacation rentals.",2018,2017,Unknown,Undisclosed,travel
Pratilipi,digital media ebooks publishing reading apps,Series A,4300000.0,Bangalore,Amazon's Kindle Direct Publishing for Indian Languages,2018,2017,Unknown,Undisclosed,technology
SectorQube,consumer electronics embedded systems hardware smart building software,Seed,0.0,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,2018,2017,Unknown,Undisclosed,technology
Food Memories,food and beverage food processing,Seed,0.0,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,2017,Unknown,Undisclosed,food and beverages
ZAMROO,internet marketplace shopping,Seed,0.0,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,2017,Unknown,Undisclosed,technology
Silversparro Technologies Pvt. Ltd,analytics computer vision enterprise software machine learning natural language processing speech recognition,Seed,300000.0,Gurgaon,Silversparro is a deep learning technology solution provider.,2018,2017,Unknown,Undisclosed,technology
Creator’s Gurukul,facilities support services,Pre-Seed,0.0,Gurgaon,A coworking space provider.,2018,2017,Unknown,Undisclosed,technology
Emflux Motors,automotive electric vehicle energy,Seed,364846.0,Bangalore,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,2017,Unknown,Undisclosed,mobility and transportation
Tricog Health Services Pvt Ltd,health care health diagnostics predictive analytics,Series A,4000000.0,Bangalore,Predictive Healthcare Analytics Company,2018,2017,Unknown,Undisclosed,technology
Scapic,software as a service,Seed,500000.0,Bangalore,Virtual/Augmented Reality Start Up .,2018,2017,Unknown,Undisclosed,technology
6Degree,fashion lifestyle retail,Seed,400000.0,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,2017,Unknown,Undisclosed,technology
Chrysalis (EZ Vidya),education,Seed,0.0,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,2017,Unknown,Undisclosed,education and training
Ekincare,health & wellness,Series A,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,2017,Unknown,Undisclosed,healthcare
Streo,music streaming,Seed,0.0,Gurgaon,"Live stream music from nightclubs, bars & festivals!",2018,2017,Unknown,Undisclosed,media and entertainment
Groww,finance impact investing internet,Seed,120000.0,Kormangala,Groww offers a new way of investing money.,2018,2017,Unknown,Undisclosed,technology
Cell Propulsion,Other,Seed,102200.0,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,2017,Unknown,Undisclosed,Other
Chezuba,internet social entrepreneurship,Pre-Seed,20440.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,2017,Unknown,Undisclosed,technology
Ontrack Technologies Pvt. Ltd,e-commerce,Seed,0.0,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,2017,Unknown,Undisclosed,e-commerce
Wealthtrust,finance impact investing mobile apps,Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,2017,Unknown,Undisclosed,technology
Faclon Labs,software,Seed,0.0,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,2017,Unknown,Undisclosed,technology
Awign Enterprises,business development market research outsourcing,Seed,730000.0,Bangalore,Operations and manpower outsourcing startup,2018,2017,Unknown,Undisclosed,technology
CollPoll,education,Seed,0.0,Bangalore,World-class Enterprise System for Education.,2018,2017,Unknown,Undisclosed,education and training
Zyla Health,health care hospitality,Seed,0.0,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,2017,Unknown,Undisclosed,technology
Hubhopper,internet social news sports,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,2017,Unknown,Undisclosed,technology
Rubix108 Technologies,information technology,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,2017,Unknown,Undisclosed,technology
Workflexi,human resources,Seed,146000.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,2017,Unknown,Undisclosed,human resources
Streak,financial services,Seed,328500.0,Bangalore,Algorithmic trading platform.,2018,2017,Unknown,Undisclosed,fintech
Kuants,financial services,Seed,73000.0,Gurgaon,Algorithmic trading platform.,2018,2017,Unknown,Undisclosed,fintech
NiYO Solutions,finance financial services fintech,Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,2017,Unknown,Undisclosed,technology
Hippo Video,customer service software video video streaming,Seed,0.0,Chennai,A video recording and sharing software.,2018,2017,Unknown,Undisclosed,technology
Satvacart,ecommerce food processing,Seed,0.0,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,2017,Unknown,Undisclosed,e-commerce
Daaki,health & wellness,Pre-Seed,0.0,Bangalore,Sports Nutrition startup,2018,2017,Unknown,Undisclosed,healthcare
Simulanis,training,Seed,500000.0,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,2017,Unknown,Undisclosed,technology
MY CHIRAAG CAB,travel,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,2017,Unknown,Undisclosed,travel
WOTU,food and beverage,Seed,0.0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,2017,Unknown,Undisclosed,food and beverages
Flathalt,Other,Pre-Seed,50000.0,Gurgaon,FInd your Customized Home here.,2018,2017,Unknown,Undisclosed,Other
True Elements,dietary supplements food and beverage health care organic food snack food,Seed,730000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,2017,Unknown,Undisclosed,technology
Trendlyne Technologies,financial services,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,2017,Unknown,Undisclosed,fintech
Planys Technologies,manufacturing oil and gas robotics,Series A,2046920.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,2017,Unknown,Undisclosed,technology
HealthPlix,fitness health care wellness,Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018,2017,Unknown,Undisclosed,technology
dishq,Other,Seed,400000.0,Bangalore,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,2017,Unknown,Undisclosed,Other
